task,target_cn,parent_variable,parent_variable_cn,parent_feature_group,mechanism_key,parent_stability_level,child_feature_count,child_features,dominant_child_feature,parent_importance_sum,parent_importance_max_child,parent_importance_mean_child,selected_feature_frequency_weighted,top20_frequency_weighted,direction_consistency_weighted,positive_direction_fraction_weighted,folds_present_max,n_shap_folds_max,average_output_direction,average_output_direction_cn,performance_direction_cn,physical_meaning_cn,mechanism_interpretation_cn,writing_caution_cn,literature_support_needed_cn,aggregation_caution,parent_importance_share_of_stable_sum,parent_rank_conservative,parent_rank_sum
LOI,极限氧指数（LOI）,Total FR loading × synergy,总阻燃剂添加量×协同状态,formulation_interaction,loading_synergy,Medium,1,Loading_x_Synergy,Loading_x_Synergy,0.1038087014929366,0.1038087014929366,0.1038087014929366,1.0,0.6,0.8000000000000002,0.20000000000000004,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征是否存在协同组分、协同类型及其与剂量或基体的交互。,协同体系可能通过多相阻燃路径、成炭增强、自由基抑制或屏蔽效应获得高于单一组分的性能，但也可能出现拮抗。,模型中的协同标记是配方类别信息，不能单独证明协同高于线性叠加。,补充协同定义、线性期望比较以及P–N/P–Si/P–B体系文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.028883985055104602,11,11
LOI,极限氧指数（LOI）,P–N loading–composition interaction,P–N添加量–组成交互,formulation_interaction,p_n_loading,Medium,1,P_N_loading_product,P_N_loading_product,0.0988733386555902,0.0988733386555902,0.0988733386555902,1.0,0.6,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷与氮有效负载的组合关系。,该组合可反映P–N协同潜力，包括气相稀释/自由基抑制与凝聚相膨胀成炭的共同作用。,工程化和/比值特征只表示统计交互，不证明分子内P–N协同。,补充P–N协同阻燃及不同P/N比例的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.027510757720735798,12,12
LOI,极限氧指数（LOI）,Main FR MORGAN_R2 bit 75,主阻燃剂MORGAN_R2指纹位75,molecular_fingerprint,fingerprint,Medium,1,main_morgan_r2_75,main_morgan_r2_75,0.0832444734141169,0.0832444734141169,0.0832444734141169,1.0,0.6,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子中的局部原子环境或子结构片段。,稳定指纹位说明特定局部结构对模型预测有重复贡献，但只有映射回具体子结构后才能讨论DOPO核心、P–N/P–Si连接、芳香片段或反应性官能团。,未完成RDKit位映射前，不得把指纹编号直接写成化学机理。,先完成指纹位—子结构映射，再检索对应结构单元的阻燃或固化机理文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.02316214432348919,13,13
LOI,极限氧指数（LOI）,N content,氮含量,elemental_composition,n_content,Medium,1,N_content_wt%_sq,N_content_wt%_sq,0.0719618100720622,0.0719618100720622,0.0719618100720622,1.0,0.6,0.8,0.2,5,5,Predominantly negative,降低LOI预测值,总体方向与目标优化方向相反,表征体系中的氮元素组成或有效氮负载。,氮结构可能促进不可燃气体释放、膨胀成炭或与磷形成协同，但其效果受含氮基团、分解时序和炭层稳定性控制。,N含量增加并不等于稳定P–N协同，某些气体释放过程可能扰动炭层。,补充P–N协同、含氮固化剂及膨胀成炭机理文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.020022828691303396,14,14
PHRR,峰值热释放速率（PHRR）,EP matrix PHRR,未改性EP的PHRR基线,ep_baseline,ep_baseline,Medium,3,EP_matrix_PHRR; EP_matrix_PHRR_sq; EP_matrix_PHRR_sqrt,EP_matrix_PHRR,98.19181939885975,44.800209410158175,32.73060646628658,1.0,0.9459120424568576,0.5999999999999999,0.5999999999999999,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征未改性环氧基体在相同指标上的初始水平与跨文献基体差异。,基线性能可决定阻燃改性后的绝对性能起点，因此模型可能首先利用基体初始差异，再学习阻燃剂带来的增量。该变量不是阻燃剂分子本身的机理证据。,应避免将其解释为DOPO结构效应；建议同时报告Delta任务或进行基线控制分析。,补充环氧基体组成、固化体系和初始燃烧性能对改性结果影响的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.28326324597897684,1,1
PHRR,峰值热释放速率（PHRR）,P content × curing-agent HBA,磷含量×固化剂氢键受体数,molecular_interaction,p_curing_hba,Medium,1,P_x_curing_HBA,P_x_curing_HBA,37.19900127196157,37.19900127196157,37.19900127196157,1.0,1.0,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.10731148390956777,2,3
PHRR,峰值热释放速率（PHRR）,P content × curing-agent TPSA,磷含量×固化剂拓扑极性表面积,molecular_interaction,p_curing_tpsa,Medium,1,P_x_curing_TPSA,P_x_curing_TPSA,29.31496841017957,29.31496841017957,29.31496841017957,1.0,1.0,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.08456766723007741,3,4
PHRR,峰值热释放速率（PHRR）,Total FR loading,总阻燃剂添加量,formulation_loading,fr_loading,Medium,3,Loading_total_FR wt%; Loading_total_FR_sqrt; Loading_total_FR_sq,Loading_total_FR wt%,50.75693473378534,23.29554882700877,16.918978244595113,1.0,0.891792575533536,0.6,0.39999999999999997,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征阻燃剂总剂量或主/协同组分在配方中的比例。,剂量影响有效阻燃元素浓度、气相抑制、凝聚相成炭及分散状态；过高添加量也可能引起团聚、交联密度下降或力学损失，因此通常具有非线性和最优区间。,平均SHAP方向不能证明单调剂量效应，需结合依赖图和相同体系内的配方梯度。,补充DOPO添加量、协同配比与LOI/PHRR/THR/UL-94变化的剂量效应文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.14642333930317283,4,2
PHRR,峰值热释放速率（PHRR）,Curing agent MORGAN_R2 bit 22,固化剂MORGAN_R2指纹位22,molecular_fingerprint,fingerprint,Medium,1,curing_morgan_r2_22,curing_morgan_r2_22,20.39879272866542,20.39879272866542,20.39879272866542,1.0,1.0,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子中的局部原子环境或子结构片段。,稳定指纹位说明特定局部结构对模型预测有重复贡献，但只有映射回具体子结构后才能讨论DOPO核心、P–N/P–Si连接、芳香片段或反应性官能团。,未完成RDKit位映射前，不得把指纹编号直接写成化学机理。,先完成指纹位—子结构映射，再检索对应结构单元的阻燃或固化机理文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.0588463303536793,5,5
PHRR,峰值热释放速率（PHRR）,Cone_flux_kW_m2,Cone_flux_kW_m2,test_condition,other,Medium,1,Cone_flux_kW_m2,Cone_flux_kW_m2,14.099315117982774,14.099315117982774,14.099315117982774,1.0,0.8,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“Cone_flux_kW_m2”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.0406736303579139,6,6
PHRR,峰值热释放速率（PHRR）,Main FR TPSA,主阻燃剂拓扑极性表面积,molecular_descriptor,descriptor_tpsa,High,1,main_TPSA,main_TPSA,11.89371018393066,11.89371018393066,11.89371018393066,1.0,0.7999999999999999,0.7999999999999999,0.19999999999999998,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子极性、氢键作用和潜在反应/相互作用位点。,极性与氢键位点可影响环氧/固化剂相容性、固化反应和凝聚相网络结构。,描述符贡献不等于特定官能团已经发生反应，需结合结构和固化化学确认。,补充极性官能团、氢键及反应型DOPO固化行为文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.03431091280372523,7,7
PHRR,峰值热释放速率（PHRR）,Main FR FractionCSP3,主阻燃剂sp3碳比例,molecular_descriptor,descriptor_fractioncsp3,High,1,main_FractionCSP3,main_FractionCSP3,11.708718839922678,11.708718839922678,11.708718839922678,1.0,0.8,0.8,0.2,5,5,Predominantly negative,降低PHRR预测值,总体方向与目标优化方向一致,表征分子柔性、构象自由度和脂肪化程度。,柔性影响分散、网络运动和裂纹耗能；过高柔性可能降低刚性、Tg或芳香成炭倾向。,其作用可能在阻燃性能与力学/热性能之间存在权衡。,补充刚柔协同、链段运动和芳香成炭相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.03377725074406975,8,8
PHRR,峰值热释放速率（PHRR）,Maximum cure temperature,最高固化温度,curing_and_preparation,cure_temperature,Medium,1,Cure_Temp_Max,Cure_Temp_Max,10.678912717945014,10.678912717945014,10.678912717945014,1.0,0.6,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征体系采用的最高固化温度。,固化温度影响反应完成度、交联密度、相分离和网络缺陷，从而间接改变热分解、燃烧和力学行为。,最高温度不能完整代表升温程序、保温时间和后固化过程。,补充固化制度对环氧交联网络、Tg和阻燃性能影响的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.030806471440597522,9,9
PHRR,峰值热释放速率（PHRR）,Main FR MolWt,主阻燃剂分子量,molecular_descriptor,descriptor_molwt,Medium,1,main_MolWt,main_MolWt,10.04830743726907,10.04830743726907,10.04830743726907,1.0,0.6,0.8,0.2,5,5,Predominantly negative,降低PHRR预测值,总体方向与目标优化方向一致,表征分子尺寸、原子规模及潜在迁移性。,分子尺寸会影响挥发、扩散、分散和网络嵌入；较大分子可能降低迁移，但也可能带来位阻和相容性问题。,分子量效应常与芳香性、官能度和柔性共线。,补充分子量/大分子阻燃剂迁移、分散和热稳定性文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.028987304631902806,10,10
PHRR,峰值热释放速率（PHRR）,Main FR RotBonds,主阻燃剂可旋转键数,molecular_descriptor,descriptor_rotbonds,High,1,main_RotBonds,main_RotBonds,9.991003488375608,9.991003488375608,9.991003488375608,1.0,0.8,1.0,0.0,5,5,Predominantly negative,降低PHRR预测值,总体方向与目标优化方向一致,表征分子柔性、构象自由度和脂肪化程度。,柔性影响分散、网络运动和裂纹耗能；过高柔性可能降低刚性、Tg或芳香成炭倾向。,其作用可能在阻燃性能与力学/热性能之间存在权衡。,补充刚柔协同、链段运动和芳香成炭相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.028821994500464666,11,11
PHRR,峰值热释放速率（PHRR）,Synergy × EP matrix PHRR,协同状态×未改性EP的PHRR,formulation_interaction,synergy_ep_baseline,Medium,1,Synergy_x_EP_matrix_PHRR,Synergy_x_EP_matrix_PHRR,7.759660575986456,7.759660575986456,7.759660575986456,1.0,0.8,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征是否存在协同组分、协同类型及其与剂量或基体的交互。,协同体系可能通过多相阻燃路径、成炭增强、自由基抑制或屏蔽效应获得高于单一组分的性能，但也可能出现拮抗。,模型中的协同标记是配方类别信息，不能单独证明协同高于线性叠加。,补充协同定义、线性期望比较以及P–N/P–Si/P–B体系文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.022385028161261925,12,12
PHRR,峰值热释放速率（PHRR）,Cone_flux,Cone_flux,test_condition,other,Medium,1,Cone_flux_sq,Cone_flux_sq,7.647959280377417,7.647959280377417,7.647959280377417,1.0,1.0,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“Cone_flux”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.022062792849114922,13,13
PHRR,峰值热释放速率（PHRR）,Main FR LogP,主阻燃剂脂水分配/疏水性,molecular_descriptor,descriptor_logp,Medium,1,main_LogP,main_LogP,7.604411965120239,7.604411965120239,7.604411965120239,1.0,0.6,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子疏水性、极性平衡及潜在相容性。,适当的极性匹配可能改善阻燃剂在环氧网络中的分散和界面结合，并影响挥发/迁移倾向。,LogP是整体描述符，不能单独确定相容性或反应性。,补充分子极性、相容性和迁移行为对阻燃性能影响的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.021937167782292287,14,14
PHRR,峰值热释放速率（PHRR）,P content × curing-agent LogP,磷含量×固化剂脂水分配/疏水性,molecular_interaction,p_curing_logp,Medium,1,P_x_curing_LogP,P_x_curing_LogP,7.193656741907851,7.193656741907851,7.193656741907851,1.0,0.6,0.8,0.2,5,5,Predominantly negative,降低PHRR预测值,总体方向与目标优化方向一致,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.020752223267135342,15,15
PHRR,峰值热释放速率（PHRR）,Main FR MORGAN_R2 bit 107,主阻燃剂MORGAN_R2指纹位107,molecular_fingerprint,fingerprint,Medium,1,main_morgan_r2_107,main_morgan_r2_107,6.696162717102999,6.696162717102999,6.696162717102999,1.0,0.6,0.6,0.4000000000000001,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子中的局部原子环境或子结构片段。,稳定指纹位说明特定局部结构对模型预测有重复贡献，但只有映射回具体子结构后才能讨论DOPO核心、P–N/P–Si连接、芳香片段或反应性官能团。,未完成RDKit位映射前，不得把指纹编号直接写成化学机理。,先完成指纹位—子结构映射，再检索对应结构单元的阻燃或固化机理文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.019317055111742098,16,16
PHRR,峰值热释放速率（PHRR）,P content × curing-agent MolWt,磷含量×固化剂分子量,molecular_interaction,p_curing_molwt,Medium,1,P_x_curing_MolWt,P_x_curing_MolWt,5.4617755821703415,5.4617755821703415,5.4617755821703415,1.0,0.6,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.015756101574305414,17,17
THR,总热释放量（THR）,EP matrix THR,未改性EP的THR基线,ep_baseline,ep_baseline,Medium,3,EP_matrix_THR; EP_matrix_THR_sq; EP_matrix_THR_sqrt,EP_matrix_THR,7.65530862277199,3.347602687660149,2.551769540923997,1.0,0.9495981859302141,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征未改性环氧基体在相同指标上的初始水平与跨文献基体差异。,基线性能可决定阻燃改性后的绝对性能起点，因此模型可能首先利用基体初始差异，再学习阻燃剂带来的增量。该变量不是阻燃剂分子本身的机理证据。,应避免将其解释为DOPO结构效应；建议同时报告Delta任务或进行基线控制分析。,补充环氧基体组成、固化体系和初始燃烧性能对改性结果影响的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.3885612379739561,1,1
THR,总热释放量（THR）,Synergy × EP matrix THR,协同状态×未改性EP的THR,formulation_interaction,synergy_ep_baseline,Medium,1,Synergy_x_EP_matrix_THR,Synergy_x_EP_matrix_THR,2.43863343568283,2.43863343568283,2.43863343568283,0.8,0.8,0.75,0.25,4,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征是否存在协同组分、协同类型及其与剂量或基体的交互。,协同体系可能通过多相阻燃路径、成炭增强、自由基抑制或屏蔽效应获得高于单一组分的性能，但也可能出现拮抗。,模型中的协同标记是配方类别信息，不能单独证明协同高于线性叠加。,补充协同定义、线性期望比较以及P–N/P–Si/P–B体系文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.12377795245444867,2,2
