task,target_cn,parent_variable,parent_variable_cn,parent_feature_group,mechanism_key,parent_stability_level,child_feature_count,child_features,dominant_child_feature,parent_importance_sum,parent_importance_max_child,parent_importance_mean_child,selected_feature_frequency_weighted,top20_frequency_weighted,direction_consistency_weighted,positive_direction_fraction_weighted,folds_present_max,n_shap_folds_max,average_output_direction,average_output_direction_cn,performance_direction_cn,physical_meaning_cn,mechanism_interpretation_cn,writing_caution_cn,literature_support_needed_cn,aggregation_caution,parent_importance_share_of_stable_sum,parent_rank_conservative,parent_rank_sum
Tg,玻璃化转变温度（Tg）,CuringAgent_Has_S,CuringAgent_Has_S,molecular_descriptor,other,Medium,1,CuringAgent_Has_S,CuringAgent_Has_S,2.387447170239972,2.387447170239972,2.387447170239972,1.0,1.0,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“CuringAgent_Has_S”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.1321866823287202,3,3
Tg,玻璃化转变温度（Tg）,Curing agent MolMR,固化剂MolMR,molecular_descriptor,descriptor_molmr,Medium,1,curing_MolMR,curing_MolMR,1.4069906061608388,1.4069906061608388,1.4069906061608388,1.0,1.0,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“固化剂MolMR”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.07790137625427837,4,4
Tg,玻璃化转变温度（Tg）,Main FR BalabanJ,主阻燃剂Balaban拓扑指数,molecular_descriptor,descriptor_balabanj,Medium,1,main_BalabanJ,main_BalabanJ,0.8614595048742825,0.8614595048742825,0.8614595048742825,1.0,1.0,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子拓扑连接复杂度。,拓扑复杂度可间接反映支化、环化和连接方式，这些因素可能影响分散、成炭和网络构筑。,拓扑指数缺乏直接机理含义，应与具体分子结构共同解释。,补充支化/超支化DOPO结构与成炭、相容性和力学行为文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.04769675129541295,5,5
Tg,玻璃化转变温度（Tg）,P content × curing-agent LogP,磷含量×固化剂脂水分配/疏水性,molecular_interaction,p_curing_logp,Medium,1,P_x_curing_LogP,P_x_curing_LogP,0.7027519844896409,0.7027519844896409,0.7027519844896409,1.0,0.8,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.03890953252811565,6,7
Tg,玻璃化转变温度（Tg）,Main FR FractionCSP3,主阻燃剂sp3碳比例,molecular_descriptor,descriptor_fractioncsp3,Medium,1,main_FractionCSP3,main_FractionCSP3,0.6311951194558857,0.6311951194558857,0.6311951194558857,1.0,0.8,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征分子柔性、构象自由度和脂肪化程度。,柔性影响分散、网络运动和裂纹耗能；过高柔性可能降低刚性、Tg或芳香成炭倾向。,其作用可能在阻燃性能与力学/热性能之间存在权衡。,补充刚柔协同、链段运动和芳香成炭相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.03494761676111447,7,8
Tg,玻璃化转变温度（Tg）,(FR loading × P content) × synergy,（阻燃剂添加量×磷含量）×协同状态,formulation_interaction,p_loading_synergy,Medium,1,P_loading_x_Synergy,P_loading_x_Synergy,0.5139944056508522,0.5139944056508522,0.5139944056508522,1.0,0.8,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征是否存在协同组分、协同类型及其与剂量或基体的交互。,协同体系可能通过多相阻燃路径、成炭增强、自由基抑制或屏蔽效应获得高于单一组分的性能，但也可能出现拮抗。,模型中的协同标记是配方类别信息，不能单独证明协同高于线性叠加。,补充协同定义、线性期望比较以及P–N/P–Si/P–B体系文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.028458520911136764,8,9
Tg,玻璃化转变温度（Tg）,P–S loading–composition interaction,P–S添加量–组成交互,formulation_interaction,p_s_loading,Medium,2,P_S_loading_sum; P_S_loading_ratio,P_S_loading_sum,0.7944905900039425,0.4840359975038174,0.39724529500197125,1.0,0.7218481385667299,0.6781518614332699,0.44369627713346005,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“P–S添加量–组成交互”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.043988858284747946,9,6
Tg,玻璃化转变温度（Tg）,Synergy × EP matrix Tg,协同状态×未改性EP的Tg,formulation_interaction,synergy_ep_baseline,Medium,1,Synergy_x_EP_matrix_Tg,Synergy_x_EP_matrix_Tg,0.437980504587922,0.437980504587922,0.437980504587922,1.0,0.6,0.6,0.6,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征是否存在协同组分、协同类型及其与剂量或基体的交互。,协同体系可能通过多相阻燃路径、成炭增强、自由基抑制或屏蔽效应获得高于单一组分的性能，但也可能出现拮抗。,模型中的协同标记是配方类别信息，不能单独证明协同高于线性叠加。,补充协同定义、线性期望比较以及P–N/P–Si/P–B体系文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.02424983075973863,10,10
Tg,玻璃化转变温度（Tg）,P–N loading–composition interaction,P–N添加量–组成交互,formulation_interaction,p_n_loading,Medium,1,P_N_loading_ratio,P_N_loading_ratio,0.4328088040100151,0.4328088040100151,0.4328088040100151,1.0,1.0,0.6,0.4,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷与氮有效负载的组合关系。,该组合可反映P–N协同潜力，包括气相稀释/自由基抑制与凝聚相膨胀成炭的共同作用。,工程化和/比值特征只表示统计交互，不证明分子内P–N协同。,补充P–N协同阻燃及不同P/N比例的文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.023963487275404136,11,11
Tg,玻璃化转变温度（Tg）,P content × curing-agent FractionCSP3,磷含量×固化剂sp3碳比例,molecular_interaction,p_curing_fractioncsp3,Medium,1,P_x_curing_FractionCSP3,P_x_curing_FractionCSP3,0.3775707180714074,0.3775707180714074,0.3775707180714074,1.0,0.6,0.8000000000000002,0.20000000000000004,5,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征磷组成/负载与固化剂分子结构或元素特征的耦合。,固化剂的极性、反应位点、刚性和柔性会改变环氧网络结构，使相同磷负载在不同固化体系中表现出不同的燃烧与热性能。,这是统计交互项，不能直接等同于P与固化剂发生特定化学键合。,补充含磷阻燃剂—固化剂协同、交联密度和网络结构相关文献。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.0209050994671079,12,12
Tg,玻璃化转变温度（Tg）,Main FR BertzCT,主阻燃剂BertzCT,molecular_descriptor,descriptor_bertzct,Medium,1,main_BertzCT,main_BertzCT,0.3660074088450105,0.3660074088450105,0.3660074088450105,0.8,0.6,0.75,0.75,4,5,Mixed/unstable,不同外层折或子特征的平均SHAP方向不完全一致,不能判断有利/不利；必须结合样本级SHAP依赖图,表征父变量“主阻燃剂BertzCT”对应的配方、结构或测试信息。,该变量在多折模型中具有稳定贡献，说明模型重复利用了该信息；具体材料机理需结合原始结构、依赖图和文献验证。,SHAP仅反映模型依赖关系，不证明因果或单调关系。,根据该变量对应的化学结构或实验条件补充直接文献证据。,Correlated transforms can split SHAP attribution. Use max-child importance for conservative ranking; sum is bookkeeping only.,0.020264869391053545,13,13
